21111,Oil and gas extraction (except oil sands),62053.017,1
33611,Automobile and light-duty motor vehicle manufacturing,45554.233,1
32411,Petroleum refineries,14170.315,1
21222,Gold and silver ore mining,13173.357,1
33641,Aerospace product and parts manufacturing,11799.355,1
32111,Sawmills and wood preservation,8725.332,1
33131,Alumina and aluminum production and processing,8065.594,1
33141,Non-ferrous metal (except aluminum) smelting and refining,7791.991,1
32541,Pharmaceutical and medicine manufacturing,6823.639,1
21239,Other non-metallic mineral mining and quarrying,6413.41,1
32211,Pulp mills,6029.135,1
32521,Resin and synthetic rubber manufacturing,5957.446,1
31161,Animal slaughtering and processing,5871.605,1
33361,"Engine, turbine and power transmission equipment manufacturing",5684.511,1
11112,Oilseed (except soybean) farming,5431.527,1
21211,Coal mining,5217.545,1
11114,Wheat farming,5092.905,1
33111,Iron and steel mills and ferro-alloy manufacturing,4938.007,1
33451,"Navigational, measuring, medical and control instruments manufacturing",4634.014,1
31122,Starch and vegetable fat and oil manufacturing,4500.882,1
32619,Other plastic product manufacturing,4432.403,1
32212,Paper mills,4419.97,1
31171,Seafood product preparation and packaging,3618.851,1
21221,Iron ore mining,3514.917,1
33631,Motor vehicle gasoline engine and engine parts manufacturing,3358.191,1